order_number,client_id,client_name,service_type,created_at,updated_at,order_status,total_weight_value,total_weight_unit,total_volume_value,total_volume_unit,shipment_number,ship_from_ward,ship_from_district,ship_from_province,ship_from_full_address,ship_to_ward,ship_to_district,ship_to_province,ship_to_full_address,shipment_status,shipments_summary_description,shipments_summary_name,shipments_summary_quantity,shipments_summary_weight_unit,shipments_summary_weight_value,allocation_factor,trip_code,trip_reference_code,trip_status,stop_points,license_plate,sequence_number,stop_type,location_name,actual_arrival_datetime,actual_departure_datetime,vehicle_type,vehicle_capacity_unit,xe_ghn_cung_cap,vehicle_dimensions_height,vehicle_dimensions_length,vehicle_dimensions_unit,vehicle_dimensions_width,xe_kh_yeu_cau,required_max_volume_value,required_max_volume_unit,trip_updated_at,sync_status,rn
91516219085029376,1006,SF | AQUA B2B,FTL,2026-05-28 18:36:39.587518+00:00,2026-05-30 06:09:56.658053+00:00,DELIVERED,66.0,KG,0.0,M3,S91516219101810688,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Bình Hưng,,Hồ Chí Minh,"D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam",DELIVERED,50H88901,WB202605280214,1,KG,66.0,1,3EMfXh5Rw5xmJufQGSL6lhkWbxc,FTL260529GVXLSMU2,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88901,1,PICKUP,AQUA ĐỒNG NAI,2026-05-29 06:42:17.610000+00:00,2026-05-29 07:47:27.723000+00:00,truck,KG,5000,1,1,CM,1,7000,34.65,M3,2026-05-30 06:10:05.835000+00:00,SYNCED,1
91516219085029376,1006,SF | AQUA B2B,FTL,2026-05-28 18:36:39.587518+00:00,2026-05-30 06:09:56.658053+00:00,DELIVERED,66.0,KG,0.0,M3,S91516219101810688,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Bình Hưng,,Hồ Chí Minh,"D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam",DELIVERED,50H88901,WB202605280214,1,KG,66.0,1,3EMfXh5Rw5xmJufQGSL6lhkWbxc,FTL260529GVXLSMU2,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88901,2,DELIVERY,4196 ĐMM_HCM_BCH - D10/292C Phong Phú,2026-05-29 07:47:34.163000+00:00,2026-05-29 07:47:39.672000+00:00,truck,KG,5000,1,1,CM,1,7000,34.65,M3,2026-05-30 06:10:05.835000+00:00,SYNCED,2
91516219085029376,1006,SF | AQUA B2B,FTL,2026-05-28 18:36:39.587518+00:00,2026-05-30 06:09:56.658053+00:00,DELIVERED,66.0,KG,0.0,M3,S91516219101810688,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Bình Hưng,,Hồ Chí Minh,"D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam",DELIVERED,50H88901,WB202605280214,1,KG,66.0,1,3EMfXh5Rw5xmJufQGSL6lhkWbxc,FTL260529GVXLSMU2,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""D10/292C - D10/292D Quốc lộ 50, Ấp 4 , Xã Bình Hưng , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Lô Số 8 - Lô Số 10, Khu Kho , Đường D2 , Khu Công Nghiệp An Hạ, Xã Tân Vĩnh Lộc , Thành phố Hồ Chí Minh , Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88901,3,DELIVERY,CHI NHÁNH CÔNG TY TNHH CAO PHONG - KH O HÀNG,2026-05-29 07:47:47.794000+00:00,2026-05-30 06:10:02.930000+00:00,truck,KG,5000,1,1,CM,1,7000,34.65,M3,2026-05-30 06:10:05.835000+00:00,SYNCED,3
78079081240866816,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-21 16:42:16+00:00,2026-04-22 04:58:53+00:00,DELIVERED,2306.0,KG,14.41,M3,S78079081253445632,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Phú Thuận,,Hồ Chí Minh,"Kho 263 Duong Go O moi, Phuong Phu Thuan, Tp.Ho Chi Minh",DELIVERED,51D-60227 - Nguyễn Xuân Phúc,17583658,220,KG,2306.0,1,3Cfw3yZivMABExSPnoGZ213AnrF,FTL2604213EOWLKFR,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Kho 263 Duong Go O moi, Phuong Phu Thuan, Tp.Ho Chi Minh"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",51D-60227,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-22 04:56:59.158000+00:00,2026-04-22 04:58:38.555000+00:00,truck,KG,5000,1900,6000,CM,2000,5000,31.68,M3,2026-04-22 04:58:58.688000+00:00,SYNCED,1
78079081240866816,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-21 16:42:16+00:00,2026-04-22 04:58:53+00:00,DELIVERED,2306.0,KG,14.41,M3,S78079081253445632,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Phú Thuận,,Hồ Chí Minh,"Kho 263 Duong Go O moi, Phuong Phu Thuan, Tp.Ho Chi Minh",DELIVERED,51D-60227 - Nguyễn Xuân Phúc,17583658,220,KG,2306.0,1,3Cfw3yZivMABExSPnoGZ213AnrF,FTL2604213EOWLKFR,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Kho 263 Duong Go O moi, Phuong Phu Thuan, Tp.Ho Chi Minh"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",51D-60227,2,DELIVERY,HAI SAU SAU - HCM_KHO GO O MOI,2026-04-22 04:58:40.848000+00:00,2026-04-22 04:58:56.010000+00:00,truck,KG,5000,1900,6000,CM,2000,5000,31.68,M3,2026-04-22 04:58:58.688000+00:00,SYNCED,2
79529387698966528,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-25 16:45:16+00:00,2026-05-25 02:09:42.886161+00:00,DELIVERED,1468.0,KG,9.17,M3,S79529387719925760,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Bình Tây,,Hồ Chí Minh,"85 PHAM DINH HO, PHUONG BINH TAY, TP.HO CHI MINH",DELIVERED,50H-88758 - Lê Quang Phát,17628990,140,KG,1468.0,1,3CrEvGrWp9kp5kOj6W2Ep7yntaU,FTL260425DQ7EIXHF,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""85 PHAM DINH HO, PHUONG BINH TAY, TP.HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88778,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-04-26 05:01:09.622000+00:00,2026-04-26 05:01:17.767000+00:00,truck,KG,1900,1,1,CM,1,3500,16.77,M3,2026-04-26 06:10:31.323000+00:00,SYNCED,1
79529387698966528,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-04-25 16:45:16+00:00,2026-05-25 02:09:42.886161+00:00,DELIVERED,1468.0,KG,9.17,M3,S79529387719925760,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Bình Tây,,Hồ Chí Minh,"85 PHAM DINH HO, PHUONG BINH TAY, TP.HO CHI MINH",DELIVERED,50H-88758 - Lê Quang Phát,17628990,140,KG,1468.0,1,3CrEvGrWp9kp5kOj6W2Ep7yntaU,FTL260425DQ7EIXHF,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""85 PHAM DINH HO, PHUONG BINH TAY, TP.HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88778,2,DELIVERY,HONG LOI NAM - HCM_KHO 85 PHAM DINH HO,2026-04-26 05:01:22.663000+00:00,2026-04-26 06:10:29.051000+00:00,truck,KG,1900,1,1,CM,1,3500,16.77,M3,2026-04-26 06:10:31.323000+00:00,SYNCED,2
83546604392423424,1006,SF | AQUA B2B,FTL,2026-05-06 18:48:15+00:00,2026-05-25 02:08:02.827098+00:00,DELIVERED,3467.0,KG,0.0,M3,S83546604409192448,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Tân An Hội,,Hồ Chí Minh,"SO 4 DUONG DINH CHUONG DUONG, KHU PHO 1, XA TAN AN HOI, THANH PHO HO CHI MINH",DELIVERED,50H60414,WB202605060059,59,KG,3467.0,1,3DMYEp3tblIGLvztKpluwPvufbN,FTL260507Y46MWHWG,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""SO 4 DUONG DINH CHUONG DUONG, KHU PHO 1, XA TAN AN HOI, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-38693,1,PICKUP,AQUA ĐỒNG NAI,2026-05-07 03:56:52.955000+00:00,2026-05-07 04:29:32.697000+00:00,truck,KG,8000,2550,10500,CM,2450,7000,34.65,M3,2026-05-07 09:37:36.945000+00:00,SYNCED,1
83546604392423424,1006,SF | AQUA B2B,FTL,2026-05-06 18:48:15+00:00,2026-05-25 02:08:02.827098+00:00,DELIVERED,3467.0,KG,0.0,M3,S83546604409192448,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Xã Tân An Hội,,Hồ Chí Minh,"SO 4 DUONG DINH CHUONG DUONG, KHU PHO 1, XA TAN AN HOI, THANH PHO HO CHI MINH",DELIVERED,50H60414,WB202605060059,59,KG,3467.0,1,3DMYEp3tblIGLvztKpluwPvufbN,FTL260507Y46MWHWG,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""SO 4 DUONG DINH CHUONG DUONG, KHU PHO 1, XA TAN AN HOI, THANH PHO HO CHI MINH"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50E-38693,2,DELIVERY,3200 - HCM - Kho CN ĐMX Củ Chi,2026-05-07 09:06:13.370000+00:00,2026-05-07 09:37:29.077000+00:00,truck,KG,8000,2550,10500,CM,2450,7000,34.65,M3,2026-05-07 09:37:36.945000+00:00,SYNCED,2
83901437758693376,1006,SF | AQUA B2B,FTL,2026-05-07 18:18:14+00:00,2026-05-25 02:08:05.875690+00:00,DELIVERED,5677.0,KG,0.0,M3,S83901437779644416,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Phường Thới An,,Hồ Chí Minh,"Số 1174 Quốc Lộ 1A, Phường Thới An , Thành phố Hồ Chí Minh, Việt Nam",DELIVERED,50H00256,WB202605070123,27,KG,5677.0,1,3DPJi53IWpOytrBqPrE3u28mLG3,FTL2605089FHQETL2,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 1174 Quốc Lộ 1A, Phường Thới An , Thành phố Hồ Chí Minh, Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-00219,1,PICKUP,AQUA ĐỒNG NAI,2026-05-09 03:46:28.768000+00:00,2026-05-09 04:48:55.053000+00:00,truck,KG,8000,1,1,CM,1,15000,67.21,M3,2026-05-09 08:59:36.314000+00:00,SYNCED,1
83901437758693376,1006,SF | AQUA B2B,FTL,2026-05-07 18:18:14+00:00,2026-05-25 02:08:05.875690+00:00,DELIVERED,5677.0,KG,0.0,M3,S83901437779644416,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai",Phường Thới An,,Hồ Chí Minh,"Số 1174 Quốc Lộ 1A, Phường Thới An , Thành phố Hồ Chí Minh, Việt Nam",DELIVERED,50H00256,WB202605070123,27,KG,5677.0,1,3DPJi53IWpOytrBqPrE3u28mLG3,FTL2605089FHQETL2,COMPLETED,"[{""full_address"":""IDC Tân Cảng Long Bình, số 10 Phan Đăng Lưu, KP7, phường Long Bình, Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 1174 Quốc Lộ 1A, Phường Thới An , Thành phố Hồ Chí Minh, Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-00219,2,DELIVERY,2892 HCM - Kho CN ĐMX Quận 12,2026-05-09 08:59:28.229000+00:00,2026-05-09 08:59:33.770000+00:00,truck,KG,8000,1,1,CM,1,15000,67.21,M3,2026-05-09 08:59:36.314000+00:00,SYNCED,2
90794774520397824,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-26 18:49:53.800207+00:00,2026-05-27 10:33:43.723705+00:00,DELIVERED,1399.0,KG,8.74,M3,S90794774545567744,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tam Hòa,Thành phố Biên Hòa,Đồng Nai,"TONG KHO AMATA, KP3, PHUONG TAM HOA,BIEN HOA, TINH DONG NAI",DELIVERED,50H-88758 - Lê Quang Phát,17938913,23,KG,1399.0,1,3EH2uFk6PXaY4liwXngyu69dzsf,FTL260527554ZHXVT,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""TONG KHO AMATA, KP3, PHUONG TAM HOA,BIEN HOA, TINH DONG NAI"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88758,1,PICKUP,"DONG NAI BRANCH - MAXIDI VIETNAM CO., LTD",2026-05-27 10:33:33.344000+00:00,2026-05-27 10:33:38.402000+00:00,truck,KG,1900,190,420,CM,190,2500,15.48,M3,2026-05-27 10:33:47.962000+00:00,SYNCED,1
90794774520397824,1007,Công Ty Tnhh LX Pantos Việt Nam,FTL,2026-05-26 18:49:53.800207+00:00,2026-05-27 10:33:43.723705+00:00,DELIVERED,1399.0,KG,8.74,M3,S90794774545567744,Phường Long Bình,Thành phố Biên Hòa,Đồng Nai,"Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Phường Tam Hòa,Thành phố Biên Hòa,Đồng Nai,"TONG KHO AMATA, KP3, PHUONG TAM HOA,BIEN HOA, TINH DONG NAI",DELIVERED,50H-88758 - Lê Quang Phát,17938913,23,KG,1399.0,1,3EH2uFk6PXaY4liwXngyu69dzsf,FTL260527554ZHXVT,COMPLETED,"[{""full_address"":""Kho số 12, ICD Tân Cảng Long Bình, số 10 Phan Đăng Lưu,  phường Long Bình, Bien Hoa, ĐồNg Nai, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""TONG KHO AMATA, KP3, PHUONG TAM HOA,BIEN HOA, TINH DONG NAI"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-88758,2,DELIVERY,HAI SAU SAU - AMATA (CONT),2026-05-27 10:33:40.531000+00:00,2026-05-27 10:33:45.968000+00:00,truck,KG,1900,190,420,CM,190,2500,15.48,M3,2026-05-27 10:33:47.962000+00:00,SYNCED,2
79195204044730368,1006,SF | AQUA B2B,FTL,2026-04-24 18:37:20+00:00,2026-05-25 02:07:41.920332+00:00,DELIVERED,79.0,KG,0.0,M3,S79195204057305088,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Biên,,Hải Phòng,"Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam",DELIVERED,50H65738,WB202604240051,1,KG,79.0,1,3CodQftIG0HAMbUnQt74yaTn08d,FTL2604250FZJMMSA,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""đường TL360, Xã An Lão, Thành phố Hải Phòng, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Cụm Công nghiệp Vĩnh Niệm, Phường An Biên , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Khu Hoàng Xá, Xã An Lão , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":5,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-65738,1,PICKUP,AQUA HƯNG YÊN,2026-04-24 23:08:11.325000+00:00,2026-04-24 23:08:45.885000+00:00,truck,KG,5000,2200,6200,CM,2150,3500,16.77,M3,2026-04-24 23:54:39.366000+00:00,SYNCED,1
79195204044730368,1006,SF | AQUA B2B,FTL,2026-04-24 18:37:20+00:00,2026-05-25 02:07:41.920332+00:00,DELIVERED,79.0,KG,0.0,M3,S79195204057305088,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Biên,,Hải Phòng,"Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam",DELIVERED,50H65738,WB202604240051,1,KG,79.0,1,3CodQftIG0HAMbUnQt74yaTn08d,FTL2604250FZJMMSA,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""đường TL360, Xã An Lão, Thành phố Hải Phòng, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Cụm Công nghiệp Vĩnh Niệm, Phường An Biên , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Khu Hoàng Xá, Xã An Lão , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":5,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-65738,2,DELIVERY,14475 ĐML_HPH_LCH - 268 Trần Nguyên Hãn,2026-04-24 23:10:24.865000+00:00,2026-04-24 23:54:03.379000+00:00,truck,KG,5000,2200,6200,CM,2150,3500,16.77,M3,2026-04-24 23:54:39.366000+00:00,SYNCED,2
79195204044730368,1006,SF | AQUA B2B,FTL,2026-04-24 18:37:20+00:00,2026-05-25 02:07:41.920332+00:00,DELIVERED,79.0,KG,0.0,M3,S79195204057305088,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Biên,,Hải Phòng,"Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam",DELIVERED,50H65738,WB202604240051,1,KG,79.0,1,3CodQftIG0HAMbUnQt74yaTn08d,FTL2604250FZJMMSA,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""đường TL360, Xã An Lão, Thành phố Hải Phòng, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Cụm Công nghiệp Vĩnh Niệm, Phường An Biên , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Khu Hoàng Xá, Xã An Lão , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":5,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-65738,3,DELIVERY,27919 ĐBH_HPH - Kho CN ĐMX An Lã o (An Thắng),2026-04-24 23:54:08.059000+00:00,2026-04-24 23:54:18.499000+00:00,truck,KG,5000,2200,6200,CM,2150,3500,16.77,M3,2026-04-24 23:54:39.366000+00:00,SYNCED,3
79195204044730368,1006,SF | AQUA B2B,FTL,2026-04-24 18:37:20+00:00,2026-05-25 02:07:41.920332+00:00,DELIVERED,79.0,KG,0.0,M3,S79195204057305088,Xã Bạch Sam,Thị xã Mỹ Hào,Hưng Yên,"Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên",Phường An Biên,,Hải Phòng,"Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam",DELIVERED,50H65738,WB202604240051,1,KG,79.0,1,3CodQftIG0HAMbUnQt74yaTn08d,FTL2604250FZJMMSA,COMPLETED,"[{""full_address"":""Kho K09 – Công ty One One, Bạch Sam, Mỹ Hào, Hưng Yên"",""sequence_number"":1,""stop_status"":""DEPARTED"",""stop_type"":""PICKUP""},{""full_address"":""Số 268 phố Trần Nguyên Hãn , Phường An Biên , Thành phố Hải Phòng , Việt Nam"",""sequence_number"":2,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""đường TL360, Xã An Lão, Thành phố Hải Phòng, Việt Nam"",""sequence_number"":3,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Cụm Công nghiệp Vĩnh Niệm, Phường An Biên , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":4,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""},{""full_address"":""Khu Hoàng Xá, Xã An Lão , Thành phố Hải Phòng, Việt Nam"",""sequence_number"":5,""stop_status"":""DEPARTED"",""stop_type"":""DELIVERY""}]",50H-65738,4,DELIVERY,5035 ĐBH_HPH - Kho CN ĐMX Hải Phòn g (Vĩnh Niệm),2026-04-24 23:54:20.749000+00:00,2026-04-24 23:54:26.522000+00:00,truck,KG,5000,2200,6200,CM,2150,3500,16.77,M3,2026-04-24 23:54:39.366000+00:00,SYNCED,4
